bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
28,11900,25,,,,,,,,,,,275,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,65,,,,,,,,,,,3767,37,,,1370,18,,,,,,,36,50,,,,,183,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,11,,,,,,,,,212,40,5318,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,59,,,,,,,,,,,,,,,,,,,,,117,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27443,10554,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,23,,,,,,,55,26,,,7,7,34,25,962,28,,,,,,,44,10,,,497,172,8,13,466,33,29,9,,,,,141,28,,,,,390,40,,,,,,,,,,,,,,,,,,,,,,,30,41,,,,,51,13,,,,,,,,,,,,,,,,,,,,,,,358,26,2239,10,,,,,,,,,,,,,206,5,,,,,,,,,,,,,,,,,,,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,33,,,,,,,,,,,,,,,,,,,,,,,,,246,23,,,,,205,22,,,,,,,745,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,1,,,,,,,,,,,,,46,15,,,,,,,,,226,10,,,,,,,,,,,,,,,,,,,,,,,2722,4
2921,10548,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,56,,,,,,,,,,,,,,,434,56,,,,,,,,,,,8319,16,,,,,,,,,,,,,,,,,173,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,15,,,,,,,,,,,,,89,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,9373,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,29,,,,,,,95,19,,,,,,,773,35,,,,,,,30,12,,,5079,25,,,219,51,,,2,19,212,7,71,37,,,,,609,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,25,,,,,,,,,,,,,,,,,338,28,744,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,23,,,80,14,,,,,,,,,,,,,,,,,,,,,339,19,,,,,113,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,13,,,,,,,25,13,,,,,133,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,43
178900,9244,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,51,,,,,,,50,28,,,,,,,560,45,,,,,,,,,,,7120,19,,,,,,,,,,,,,,,,,274,54,,,,,,,,,,,,,,,,,,,,,,,201,9,,,,,,,,,,,14,41,,,,,,,,,,,,,,,,,114,56,104,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,51,,,,,,,,,,,,,,,,,,,,,,,,,59,45,,,,,,,,,,,,,601,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,9008,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,18,,,,,,,,,,,,,205,6,846,33,,,,,,,,,,,4819,27,8,11,562,29,,,7,9,,,244,14,,,,,896,20,,,,,,,,,,,,,,,,,,,,,,,8,57,,,,,,,,,,,,,,,,,,,10,18,,,,,,,8,8,474,22,18,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,27,,,72,18,,,,,,,,,,,,,,,,,,,,,,,,,,,108,36,,,,,,,106,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,8650,31,6,7,,,,,,,,,35,21,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,35,4,,,,,,,,,11,41,,,,,,,48,29,,,,,,,266,85,,,,,,,,,,,3909,34,8,12,616,27,17,17,3,17,,,13,97,,,,,124,92,,,,,,,,,,,,,,,,,,,,,,,34,37,110,4,,,10,16,,,,,21,34,,,,,,,21,16,,,,,,,,,91,73,1749,12,,,,,,,,,11,3,,,37,23,,,,,,,,,14,3,,,5,17,,,,,,,12,2,,,,,,,27,4,,,,,22,9,,,,,,,,,,,,,42,72,7,16,9,39,,,,,,,,,,,,,,,,,,,,,99,35,,,,,263,18,,,,,,,584,21,,,,,,,,,,,,,,,,,8,9,19,3,21,15,,,,,,,,,,,,,21,68,,,,,12,6,,,,,,,,,,,,,,,37,21,,,,,36,17,,,10,2,,,,,69,14,,,,,,,,,,,4,10,,,,,,,,,,,136,35
4192,8575,32,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,17,,,,,,,58,24,,,,,48,22,1105,23,,,,,,,11,16,,,4092,32,,,219,52,,,,,,,48,43,,,,,289,51,,,,,,,,,,,,,,,6,5,,,,,,,26,44,,,,,,,,,,,63,23,,,,,,,,,,,,,,,,,264,33,482,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,43,,,,,,,,,,,,,,,,,,,,,,,,,101,34,,,,,,,,,,,,,1407,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,38,,,,,,,,,,,,,,,,,,,,,,,,,,,35,19,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,73,52
822,8554,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,24,16,,,,,,,,,,,,,,,21,22,,,,,,,102,17,,,7,6,27,31,938,30,,,,,,,28,13,,,3021,41,10,7,539,30,,,,,,,210,18,,,,,641,25,,,,,,,,,,,,,,,,,,,,,,,36,36,,,,,,,,,,,81,21,,,,,,,,,,,,,,,,,319,29,294,33,,,,,,,,,,,,,92,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,15,7,14,60,20,,,,,,,,,,,,,,,,,,,,,259,22,,,,,204,23,,,,,,,567,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,23,,,,,,,,,,,,,,,,,,,,,,,401,21
2398,8146,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,43,292,76,,,,,,,,,,,6377,23,3,36,161,54,,,,,,,20,72,,,,,551,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,80,314,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,57,,,,,,,,,,,,,,,,,,,,,,,,,44,53,,,,,,,,,,,,,162,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,54,,,,,,,,,,,,,,,,,,,,,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,8104,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,16,4332,4,,,,,,,,,,,1800,68,6,21,120,62,,,,,,,89,32,,,,,185,65,,,,,,,,,,,,,,,,,,,,,,,43,34,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,198,43,158,48,,,,,,,,,,,,,7,71,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,96,49,,,31,27,,,,,,,,,,,,,,,,,,,,,530,11,,,,,37,49,,,,,,,132,52,,,,,,,,,,,,,,,,,,,,,21,14,,,,,,,,,,,,,69,37,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,47
2719,7269,36,,,,,,,,,,,107,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91,,,,,,,10,52,,,,,23,39,664,39,,,,,,,,,,,4590,29,1,48,246,48,9,19,,,,,50,42,,,,,453,35,,,,,,,,,,,,,,,,,,,,,,,107,20,,,,,,,,,,,23,31,,,,,,,,,,,,,,,,,245,34,,,,,,,,,,,,,,,35,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,56,,,,,,,,,,,,,,,,,,,,,,,,,51,49,,,,,,,,,,,,,248,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,40,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,26
1917,7174,37,,,,,,,,,,,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,38,,,,,,,26,37,,,,,80,15,427,57,,,,,,,,,,,4007,33,5,24,340,40,,,2,18,174,9,23,64,,,,,609,27,,,,,,,,,,,,,,,,,,,,,,,90,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,72,,,,,,,,,,,,,,,10,59,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,8,,,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,61,,,,,,,,,,,,,,,,,,,,,5,26,,,,,,,,,,,,,64,41,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,48
39856,7091,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,10,,,,,,,,,,,,,,,40,12,,,,,,,86,20,,,,,28,30,640,40,,,,,,,,,,,1857,64,,,1514,16,,,,,,,38,48,,,,,425,37,,,,,,,,,,,,,,,,,,,,,,,158,14,,,,,,,,,,,45,27,,,,,,,,,,,,,,,,,991,7,,,,,,,,,,,,,,,15,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,42,,,,,,,,,,,,,,,,,,,,,199,25,,,,,194,24,,,,,,,556,24,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,30
2407,6977,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,247,,,,,,,,,,,6824,22,,,93,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,6510,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727,15,,,,,,,,,,,2535,49,,,,,,,,,,,1037,5,,,,,82,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,6388,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,25,,,,,,,,,,,,,,,775,34,,,,,,,72,8,,,4218,31,,,529,31,,,,,,,,,,,,,143,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,6088,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,134,,,,,,,,,9,2,1605,74,,,,,,,,,,,,,,,,,283,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,1,,,,,18,36,,,,,,,,,,,,,,,,,3178,3,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,,,,,,,,,,,143,4,,,,,54,9,,,,,15,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,5892,43,,,,,,,,,,,241,9,,,8,2,,,,,,,,,,,,,,,,,,,34,14,,,,,43,3,,,,,,,,,11,40,,,,,,,,,,,,,,,290,77,,,,,,,,,,,1825,65,,,1336,19,,,,,201,8,37,49,,,,,198,63,,,,,,,,,,,,,,,,,17,3,,,,,115,18,134,3,,,,,,,,,,,,,,,,,255,6,,,,,,,,,202,42,107,56,,,,,,,,,,,,,17,40,,,,,,,,,,,,,11,3,,,,,24,10,,,,,,,,,50,3,,,31,3,,,,,,,,,,,,,,,145,39,18,5,22,31,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,8,,,,,15,74,,,,,181,1,,,61,2,,,92,6,,,,,,,,,,,,,31,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,51
30549,5879,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,87,,,,,,,29,35,,,,,15,50,445,55,,,,,,,,,,,3816,36,,,312,43,,,4,15,,,,,,,,,326,47,,,,,,,,,,,,,,,,,,,,,,,12,56,,,,,,,,,,,7,48,,,,,,,,,,,,,,,,,140,50,281,36,,,,,,,,,,,,,56,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,44,,,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,5856,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2,,,,,,,,,,,,,26,35,210,94,,,,,,,,,,,583,145,5,27,3070,6,,,12,4,,,16,85,,,,,627,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,51,,,,,,,,,,,,,,,,,521,20,33,89,,,,,,,,,,,,,,,,,,,,,53,2,,,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,18,,,,,,,,,,,,,,,,,,,,,10,1,,,51,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,44,75
2086,5486,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,38,,,,,,,,,,,482,175,,,1239,21,,,,,,,,,,,,,39,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,52,882,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,31,,,,,,,635,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,15
188834,5304,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,29,,,,,,,,,,,3711,38,,,,,,,,,,,,,,,,,418,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,5260,48,,,,,,,,,,,35,20,,,,,,,,,,,8,6,,,,,,,,,,,15,20,,,,,,,,,6,7,,,,,16,33,,,,,,,31,34,,,,,,,158,116,,,,,,,15,14,,,2055,59,6,20,737,26,,,,,14,23,21,69,,,,,162,77,,,,,,,,,,,,,,,,,,,,,,,77,26,,,,,,,,,,,51,24,,,,,,,,,,,,,,,,,158,46,193,43,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,68,,,,,,,,,,,9,4,,,,,,,,,,,,,56,46,,,,,139,32,,,,,12,12,407,26,,,,,,,,,,,,,,,,,,,7,5,10,22,,,,,,,,,,,,,24,63,,,,,,,,,,,,,,,,,,,,,54,16,,,,,262,4,,,,,,,,,359,8,,,,,,,,,,,,,,,,,,,,,,,106,42
36218,5221,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,24,,,,,,,33,33,,,,,18,46,1001,26,,,,,,,,,,,2743,47,,,71,89,,,,,,,29,57,,,,,218,59,,,,,,,,,,,,,,,,,,,,,,,25,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,90,635,22,,,,,,,,,,,,,11,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,46,,,32,26,,,,,,,,,,,,,,,,,,,,,42,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,40
13713,5073,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64,,,,,,,,,,,,,63,19,633,41,,,,,,,,,,,1502,80,,,398,38,,,7,11,,,91,31,,,,,564,29,,,,,,,,,,,,,,,,,,,,,,,43,35,,,,,,,,,,,12,43,,,,,,,,,,,,,6,6,,,525,19,255,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,36,,,,,,,,,,,,,,,,,,,,,,,,,103,33,,,,,356,14,,,,,,,142,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,53,,,,,,,,,,,,,,,,,,,,,50,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,39
9209,4878,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,49,,,,,,,,,,,,,35,23,499,51,,,,,,,,,,,2796,45,,,122,61,,,,,4,27,166,25,,,,,1,433,,,,,,,,,,,,,,,,,,,,,,,19,53,,,,,,,,,,,8,45,,,,,,,,,,,,,,,,,203,41,148,49,,,,,,,,,,,,,3,90,,,,,,,,,,,,,,,,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,30,4,17,132,12,,,,,,,,,,,,,,,,,,,,,124,29,,,,,,,,,,,,,191,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,21,,,,,,,,,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,12,21,,,,,,,,,,,,,,,,,,,,,,,,
73664,4701,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,85,,,392,39,,,,,,,,,,,,,2938,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,4688,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,532,,,,,,,,,,,4648,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,111
2281,4660,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,2415,52,,,1537,14,,,,,,,,,,,,,352,43,,,,,,,,,,,,,,,,,,,,,,,28,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11634,4571,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4432,30,,,,,,,,,,,,,,,,,33,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,79
