bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2952,7458,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,13,,,,,,,,,,,,,73,15,964,27,,,,,,,,,3449,30,7,17,660,22,,,10,7,,,159,11,,,822,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17,,,,,,,,,444,21,40,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,18,,,53,17,,,,,,,,,,,,,,,,,,,,,,,120,30,,,,,157,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,7288,30,,,,,,,,,,,,,,,,,,,,,,,,,,,118,7,,,,,,,,,,,,,,,37,8,,,,,,,69,17,,,,,20,30,663,39,,,,,,,,,2626,41,,,,,,,,,,,,,,,946,17,,,,,,,,,,,,,,,,,,,101,15,,,,,,,,,,,219,8,,,,,,,,,,,,,,,703,12,,,,,,,,,,,,,,,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,41,,,,,,,,,,,,,,,,,426,15,,,,,,,,,,,1089,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,21
3886,7092,31,,,,,,,,,,,,,,,,,,,,,,,,,,,190,5,,,,,,,,,,,,,,,11,33,,,,,,,,,,,,,75,14,2574,9,,,,,,,,,19,873,6,22,330,33,6,16,,,27,14,146,14,,,511,35,,,,,1,4,,,,,,,,,,,,,33,30,,,,,,,,,,,547,2,,,,,,,,,,,,,,,555,16,105,44,,,,,,,,,,,,,14,38,,,,,,,10,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42,7,12,92,8,,,,,,,,,,,,,,,,,272,22,,,,,677,5,,,166,2,214,41,,,,,,,,,,,,,,,,,50,9,17,10,,,,,,,,,,,47,31,,,,,,,,,,,,,,,,,240,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,51
2386,6839,32,,,,,,,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,52,,,,,,,30,23,,,,,14,37,105,127,,,,,,,,,3590,29,8,13,1612,7,,,,,,,63,31,,,391,41,,,,,,,,,,,,,,,,,,,60,23,,,,,,,,,,,27,31,,,,,,,,,,,,,,,198,39,,,,,,,,,,,,,,,14,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,76,11,,,,,,,,,,,,,,,,,68,38,,,,,56,38,,,,,8,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,24,,,,,,,,,,,18,12,,,,,,,,,,,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,379,11
2921,6209,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,42,,,,,,,,,,,,,,,556,42,,,,,,,,,3856,26,,,,,,,,,,,,,,,425,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,14,,,,,,,,,,,,,85,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,21,,,,,,,,,,,,,,,,,,,,,,,,,,,188,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,6028,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,,,,,,,,,,,,,,,864,31,,,,,59,7,,,3654,28,,,409,28,,,,,,,,,,,226,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,5814,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,2,,,,,,,,,,,,,33,26,218,79,,,,,,,,,583,125,8,14,2913,3,,,13,4,,,1,151,,,705,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,15,44,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,11,,,,,,,,,,,,,,,,,,,9,1,45,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,25,78
18011,5642,36,,,,,,,,,,,11,18,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,12,31,,,,,,,30,24,,,,,,,168,96,,,,,,,,,2205,51,8,15,710,20,9,14,,,,,8,114,,,144,71,,,,,,,,,,,,,,,,,,,26,35,38,6,,,,,,,,,9,43,,,,,16,16,,,,,,,,,69,81,1274,11,,,,,,,,,,,,,20,29,,,,,,,6,4,,,,,,,,,,,,,,,15,2,,,,,25,7,,,,,,,,,,,,,40,68,5,16,8,40,,,,,,,,,,,,,,,,,60,42,,,,,134,27,,,,,408,29,,,,,,,,,,,,,5,9,3,4,11,16,,,,,,,,,,,,,19,57,,,,,17,4,,,,,,,,,,,55,21,,,,,11,26,,,2,2,,,,,45,10,,,,,,,,,,,,,,,,,,,,,,
5894,5359,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,35,,,,,,,,,,,,,,,285,67,,,,,,,,,2185,52,,,471,27,,,,,,,62,32,,,425,38,,,,,,,,,,,,,,,,,,,49,26,,,,,,,,,,,,,,,,,,,,,,,,,,,280,32,299,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,53,,,,,,,,,,,,,,,,,,,,,,,,,,,249,16,,,,,844,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,18,,,,,56,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,5316,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,39,,,,,7,68,407,53,,,,,,,,,3660,27,,,,,,,,,,,,,,,232,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,49,458,20,,,,,,,,,,,,,12,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,38,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,5225,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,,,,,,,,,,,,,,,,,,,,,,,,,3333,32,,,1039,18,,,,,,,,,,,519,33,,,,,,,,,,,,,,,,,,,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,249,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,4910,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,,,,,,,38,22,,,,,11,53,893,30,,,,,,,,,2579,43,,,31,95,,,,,,,28,46,,,141,72,,,,,,,,,,,,,,,,,,,23,39,,,,,,,,,,,,,,,,,,,,,,,,,,,77,78,724,15,,,,,,,,,,,,,12,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,49,,,30,26,,,,,,,,,,,,,,,,,52,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,29
1917,4694,41,,,,,,,,,,,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,27,25,,,,,77,12,312,62,,,,,,,,,2447,45,3,38,341,30,,,1,15,82,9,18,61,,,388,42,,,,,,,,,,,,,,,,,,,79,18,,,,,,,,,,,,,,,,,,,,,,,,,,,57,90,,,,,,,,,,,,,,,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,10,,,14,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,53,,,,,,,,,,,,,,,,,1,40,,,,,,,,,,,,,32,40,,,,,,,,,,,,,,,,,,,,,,,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,63
41114,4634,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4486,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,4563,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,45,,,,,,,,,,,,,10,56,190,86,,,,,,,,,3027,35,,,,,,,,,,,29,43,,,329,48,,,,,,,,,,,,,,,,,,,16,41,,,,,,,,,,,,,,,,,,,,,,,2,5,,,101,65,314,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,50,,,17,32,,,,,,,,,,,,,,,,,23,70,,,,,64,36,,,,,226,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,51,,,,,,,,,,,,,,,,,43,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,44
1258,4368,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,26,,,,,,,1309,19,,,,,,,,,2990,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,4351,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,69,,,,,,,,,,,,,35,25,833,34,,,,,,,,,1379,67,,,285,36,,,4,14,,,47,36,,,788,22,,,,,,,,,,,,,,,,,,,34,29,,,,,,,,,,,5,51,,,,,,,,,,,1,7,,,97,68,152,37,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,32,,,,,310,14,,,,,14,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,47,,,,,,,,,,,,,,,,,81,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,28
4192,4315,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,11,,,,,,,42,20,,,,,40,22,808,35,,,,,,,,,3,977,,,224,39,,,,,,,66,28,,,146,70,,,,,,,,,,,,,12,3,,,,,25,38,,,,,,,,,,,101,20,,,,,,,,,,,,,,,386,25,394,24,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,30,,,,,,,,,,,,,,,,,,,,,133,29,,,,,,,,,,,1680,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,26,,,,,,,,,,,,,,,,,,,,,,,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,4166,47,,,,,,,,,,,20,13,,,,,,,10,4,,,,,,,4,21,,,,,,,,,5,7,,,,,25,15,,,,,,,11,43,,,,,,,185,88,,,,,,,,,2154,53,6,21,554,24,,,,,7,18,21,53,,,100,86,,,,,,,,,,,,,,,,,,,29,32,,,,,,,,,,,70,23,,,,,,,,,,,,,,,149,52,163,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,63,,,,,,,,,6,5,,,,,,,,,,,54,44,,,,,98,33,,,14,11,295,33,,,,,,,,,,,,,,,,,6,25,,,,,,,,,,,,,12,68,,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,32
3955,4150,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,23,,,,,,,7,49,,,,,,,133,111,,,,,,,,,1794,58,,,297,35,,,,,,,,,,,541,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,22,,,,,,,,,,,,,,,667,13,,,,,,,,,,,,,,,161,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,61,,,,,,,,,,,56,78,,,,,,,,,,,,,,,,,75,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,16
28,4102,49,,,,,,,,,,,198,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,65,,,,,,,,,2285,48,,,168,44,,,,,,,29,42,,,225,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,11,,,,,,,,,279,33,404,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,42,,,,,,,,,,,,,,,,,85,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,4079,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405,6,,,,,,,,,599,123,,,,,,,,,,,,,,,45,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,4065,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,150,,,,,,,,,3953,25,,,31,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,4047,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,61,,,,,,,,,,,,,46,19,357,56,,,,,,,,,2657,39,,,18,110,,,,,,,99,21,,,11,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,42,,,,,,,,,,,,,,,259,34,2,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,140,32,6,14,30,25,,,,,,,,,,,,,,,,,142,28,,,,,,,,,,,189,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,32,,,,,,,,,,,12,14,,,,,,,,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,
3737,3917,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392,31,,,65,70,,,,,,,,,,,378,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,3575,54,,,,,,,,,,,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,41,,,,,,,13,40,,,,,,,186,87,,,,,,,,,2598,42,,,121,53,,,,,,,23,48,,,244,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,34,,,,,,,,,,,,,,,,,,,,,43,52,,,,,35,48,,,,,93,59,,,,,,,,,,,,,,,,,,,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,3574,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152,23,,,,,,,,,1845,56,,,,,,,,,,,369,4,,,40,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,3509,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,120,,,,,,,4,1,819,96,,,,,,,,,,,,,,,248,56,,,,,,,,,,,,,,,,,,,,,,,,,290,2,,,,,15,37,,,,,,,,,,,,,,,1874,3,45,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,56,6,,,,,25,7,,,,,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
891,3491,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,56,,,,,,,,,,,,,,,176,93,,,,,,,,,2226,50,,,336,32,,,,,,,,,,,395,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3387,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,28,288,66,,,,,,,,,2554,44,,,41,88,,,,,,,11,90,,,74,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,56,,,,,,,,,,,,,,,17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,39,,,22,30,,,,,,,,,,,,,,,,,,,,,,,14,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,36
4112,3368,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,34,,,,,,,,,,,,,80,10,128,114,,,,,,,,,1406,66,3,41,199,41,,,7,11,34,13,,,,,272,52,,,,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,30,14,,,,,,,,,93,70,88,48,,,,,,,,,,,,,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,31,,,19,31,,,,,,,,,,,,,,,,,252,24,,,,,182,23,,,,,190,44,,,,,,,,,,,,,,,,,6,26,,,,,,,,,,,,,18,58,,,,,,,,,,,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,27
55763,3284,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,77,1207,22,,,,,,,,,1073,80,,,,,,,,,,,27,47,,,156,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,47,444,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,29,,,,,,,,,,,,,,,,,,,,,62,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11634,3157,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065,34,,,,,,,,,,,,,,,24,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,50
29146,3061,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,49,,,,,,,,,790,99,,,,,,,,,,,,,,,102,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,34,,,,,,,,,,,,,,,,,39,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34848,2993,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,52,438,50,,,,,,,,,2016,54,,,231,38,,,,,,,10,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,69,91,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,55
