,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
26,27,2392,7213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,,,,,,,74,19,,,,,,,740,27,,,,,21,11,,,3506,26,,,402,32,,,5,5,125,8,58,32,,,831,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,30,,,,,,,,,,,,,,,370,28,213,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,21,,,35,21,,,,,,,,,,,,,,,,,,,249,25,,,,,84,34,,,,,,,,,,,,,,,,,,,,,,,16,15,,,,,,,15,10,,,,,89,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,43
27,28,5432,6731,,,,,,,,,,,223,6,,,12,1,,,,,,,,,,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,67,,,,,,,,,3562,25,,,1059,19,,,,,139,7,13,74,,,152,73,,,,,,,,,,,,,,,2,4,,,138,10,84,3,,,,,,,,,,,,,,,247,5,,,,,,,,,145,51,185,44,,,,,,,,,,,,,22,27,,,,,,,,,,,,,,,,,,,14,9,,,,,,,,,10,6,,,9,3,,,,,,,,,,,,,,,99,40,11,5,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,,,10,3,122,5,,,,,,,,,,,52,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,37
28,29,2921,6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,58,,,,,,,,,,,,,,,339,52,,,,,,,,,4013,22,,,,,,,,,,,,,,,223,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659,10,,,,,,,,,,,,,93,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,2386,6352,,,,,,,,,,,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,15,,,,,,,16,36,,,,,23,29,196,75,,,,,,,,,2179,43,4,22,2121,8,,,,,,,60,30,,,502,32,,,,,,,,,,,,,,,,,,,41,29,,,,,,,,,,,21,32,,,,,,,,,,,,,,,209,35,,,,,,,,,,,,,,,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,82,8,,,,,,,,,,,,,,,,,,,116,30,,,,,99,32,,,,,5,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,27,,,,,,,,,,,28,13,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,476,14
30,31,6819,6322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,22,3513,4,,,,,,,,,1182,77,2,40,84,71,,,,,,,15,64,,,265,49,,,,,,,,,,,,,,,,,,,61,25,,,,,,,,,,,,,,,,,,,,,,,,,,,120,57,115,56,,,,,,,,,,,,,8,57,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,85,45,,,10,35,,,,,,,,,,,,,,,,,,,435,15,,,,,41,42,,,,,155,48,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,69,24,,,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,60
31,32,2952,6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,,,,,,,,,,,,,74,10,597,34,,,,,,,,,2915,32,,,736,23,,,2,12,,,129,16,,,644,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16,,,,,,,11,3,558,20,19,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,29,,,51,13,,,,,,,,,,,,,,,,,,,,,,,,,66,37,,,,,110,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,2398,6268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,62,,,,,,,,,5046,18,3,27,132,53,,,,,,,20,49,,,307,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,25,,,,,,,,,,,,,,,,,,,,,,,44,54,,,,,,,,,,,140,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,48,,,,,,,,,,,,,,,,,6,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,2785,5935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,2,,,,,,,,,,,,,20,34,208,73,,,,,,,,,609,119,3,30,2835,6,,,4,6,,,9,92,,,804,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,15,43,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,13,,,,,,,,,,,,,,,,,,,1,1,,,34,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,85
34,35,1111,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,26,,,,,,,,,,,,,,,606,32,,,,,151,7,,,3165,27,,,623,25,,,,,,,,,,,220,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,18011,5664,,,,,,,,,,,37,12,,,,,,,,,,,,,,,,,2,5,,,,,,,36,3,,,,,,,,,13,31,,,,,,,42,26,,,,,,,168,80,,,,,,,,,2605,34,7,13,567,28,16,11,,,,,11,80,,,147,74,,,,,,,,,,,,,,,,,,,25,36,75,4,,,,,,,,,15,38,,,,,13,17,,,,,,,,,52,97,811,16,,,,,,,,,4,3,,,28,24,,,,,,,,,1,4,,,,,,,,,,,3,2,,,,,,,11,4,,,,,21,7,,,,,,,,,,,,,43,65,5,11,5,45,,,,,,,,,,,,,,,,,,,84,39,,,,,166,24,,,,,453,23,,,,,,,,,,,,,3,9,5,3,8,19,,,,,,,,,,,,,23,49,,,,,9,6,,,,,,,,,,,26,22,,,,,17,25,,,11,2,,,,,96,8,,,,,,,,,,,,,,,,,,,,,,
36,37,2407,5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,376,,,,,,,,,5516,17,,,40,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,11733,4628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,107,,,,,,,3,1,926,89,,,,,,,,,,,,,,,223,57,,,,,,,,,,,,,,,,,,,,,,,,,311,2,,,,,8,47,,,,,,,,,,,,,,,2857,3,32,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,89,3,,,,,38,8,,,,,9,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,1258,4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,42,,,,,,,580,35,,,,,,,,,3902,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,1917,4421,,,,,,,,,,,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,43,,,,,,,16,35,,,,,55,14,307,53,,,,,,,,,2145,45,1,47,312,38,,,1,14,94,10,31,42,,,256,52,,,,,,,,,,,,,,,,,,,85,19,,,,,,,,,,,,,,,,,,,,,,,,,,,88,74,,,,,,,,,,,,,,,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,8,,,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,54,,,,,,,,,,,,,,,,,5,24,,,,,,,,,,,,,40,35,,,,,,,,,,,,,,,,,,,,,,,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,62
40,41,30549,4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,33,,,,,15,40,360,51,,,,,,,,,2708,33,,,,,,,,,,,,,,,290,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,58,473,22,,,,,,,,,,,,,11,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,47,,,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,2281,4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,,,,,,,,,,,,,,,,,,,,,,,,,2541,36,,,1219,17,,,,,,,,,,,202,61,,,,,,,,,,,,,,,,,,,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,251,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,2399,4199,,,,,,,,,,,35,13,,,,,,,6,6,,,,,,,,,,,6,22,,,,,,,,,1,9,,,,,78,4,,,,,,,23,30,,,,,,,135,95,,,,,,,,,1950,49,15,4,558,29,,,,,8,22,11,78,,,133,82,,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,,32,27,,,,,,,,,,,,,,,255,31,165,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,66,,,,,,,,,3,6,,,,,,,,,,,,,64,43,,,,,120,29,,,11,12,335,27,,,,,,,,,,,,,,,,,5,25,,,,,,,,,,,,,18,54,,,,,,,,,,,,,,,,,20,25,,,,,,,,,,,,,,,58,10,,,,,,,,,,,,,,,,,,,,,84,45
43,44,4192,4139,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,,,,,,,46,24,,,,,39,20,897,24,,,,,,,,,5,1013,,,149,51,,,,,,,48,34,,,171,66,,,,,,,,,,,,,3,5,,,,,10,46,,,,,,,,,,,55,24,,,,,,,,,,,,,,,409,25,637,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,36,,,,,,,,,,,,,,,,,,,,,,,100,31,,,,,,,,,,,1243,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,28,,,,,,,,,,,,,,,,,,,,,,,26,19,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,96,40
44,45,36218,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,33,,,,,,,29,28,,,,,13,44,693,29,,,,,,,,,1766,53,,,69,81,,,,,,,32,40,,,213,59,,,,,,,,,,,,,,,,,,,19,38,,,,,,,,,,,,,,,,,,,,,,,,,,,68,86,911,14,,,,,,,,,,,,,16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,46,,,20,26,,,,,,,,,,,,,,,,,,,27,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,36
45,46,3955,4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,30,,,,,,,111,11,,,,,,,108,118,,,,,,,,,1429,66,,,233,44,,,,,,,,,,,483,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,22,,,,,,,,,,,,,,,830,12,,,,,,,,,,,,,,,190,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,58,,,,,,,,,,,206,35,,,,,,,,,,,,,,,,,53,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,18
46,47,13713,4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,,,,,,,,,,,,,42,19,565,36,,,,,,,,,1029,82,,,298,40,,,3,8,,,33,39,,,793,23,,,,,,,,,,,,,,,,,,,21,37,,,,,,,,,,,10,44,,,,,,,,,,,6,3,,,187,41,248,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,36,,,,,381,13,,,,,161,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,52,,,,,,,,,,,,,,,,,44,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,32
47,48,5894,3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,62,,,,,,,,,,,,,,,258,63,,,,,,,,,1679,57,,,305,39,,,,,,,15,63,,,296,46,,,,,,,,,,,,,,,,,,,52,27,,,,,,,,,,,,,,,,,,,,,,,,,,,168,47,272,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,22,,,,,524,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,46,,,,,,,,,,,,,,,,,43,14,,,,,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,46
48,49,9209,3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63,,,,,,,,,,,,,27,27,269,58,,,,,,,,,2296,40,,,87,70,,,,,10,21,95,24,,,3,393,,,,,,,,,,,,,,,,,,,29,33,,,,,,,,,,,18,35,,,,,,,,,,,,,,,261,30,190,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,41,5,10,64,11,,,,,,,,,,,,,,,,,,,211,27,,,,,,,,,,,160,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,19,,,,,,,,,,,9,17,,,,,,,,,,,,,,,,,,,,,14,18,,,,,,,,,,,,,,,,,,,,,,
49,50,483,3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,57,,,,,,,9,54,,,,,6,60,151,88,,,,,,,,,2516,37,4,21,47,98,,,,,,,19,50,,,280,48,,,,,,,,,,,,,,,,,,,16,40,,,,,,,,,,,,,,,,,,,,,,,2,4,,,121,56,319,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,60,,,10,34,,,,,,,,,,,,,,,,,,,18,76,,,,,34,48,,,,,165,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,56,,,,,,,,,,,,,,,,,14,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,57
50,51,41114,3787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,29
51,52,68448,3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47,,,,,,,,,,,,,10,47,183,78,,,,,,,,,2305,39,,,,,,,,,,,,,,,547,31,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,50,35,86,,,,,,,,,,,,,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,68,,,,,,,,,,,,,,,,,,,,,,,58,46,,,,,31,51,,,,,84,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,28,3309,,,,,,,,,,,200,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,99,,,,,,,,,1727,56,,,351,37,,,,,,,15,59,,,143,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,12,,,,,,,,,103,66,416,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,39,,,,,,,,,,,,,,,,,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,3720,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,37,113,112,,,,,39,9,,,2089,46,,,104,63,,,,,,,,,,,112,90,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,45,,,,,41,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,34848,3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,82,270,57,,,,,,,,,2429,38,,,150,50,,,,,,,6,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,69,132,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,20,,,,,,,,,,,,,,,,,,,,,67,52
55,56,1269,3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078,19,,,,,,,,,1224,73,,,,,,,,,,,423,5,,,76,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,2086,3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,674,,,,,,,,,,,,,698,24,,,,,,,,,,,49,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,101,1298,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,19,,,,,362,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,22
57,58,1301,3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2939,31,,,,,,,,,,,,,,,86,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,59,4112,2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,38,,,,,,,,,,,,,23,30,132,98,,,,,,,,,1245,72,7,12,204,46,,,2,13,45,14,,,,,138,80,,,,,,,,,,,,,,,,,,,47,28,,,,,,,,,,,,,,,,,21,15,,,,,,,,,113,61,97,60,,,,,,,,,,,,,19,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,61,,,11,33,,,,,,,,,,,,,,,,,,,223,26,,,,,194,21,,,,,185,39,,,,,,,,,,,,,,,,,11,17,,,,,,,,,,,,,10,74,,,,,,,,,,,60,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,35
