bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
39856,7132,30,,,,,,,,,,,,,,,,,,,,,,,,,,,128,6,,,,,,,,,,,,,,,25,13,,,,,,,90,14,,,,,33,23,620,41,,,,,,,,,2717,40,,,,,,,,,,,,,,,919,16,,,,,,,,,,,,,,,55,23,,,,,,,,,,,96,18,,,,,,,,,,,,,,,498,21,,,,,,,,,,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,41,,,,,,,,,,,,,474,14,,,,,,,,,,,1180,16,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,19
2921,6882,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,26,,,,,,,,,,,,,,,671,38,,,,,,,,,4244,24,,,,,,,,,,,,,,,357,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086,12,,,,,,,,,,,58,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,18,,,,,,,,,,,,,,,,,,,,,,,149,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,6780,32,,,,,,,,,,,,,,,,,,,,,,,,,,,192,4,,,,,,,,,,,,,,,10,35,,,,,,,,,,,,,83,12,2718,10,,,,,,,,,12,935,1,40,239,37,9,13,,,14,13,131,15,,,309,51,,,10,2,,,,,,,,,,,26,33,,,,,,,,,,,569,2,,,,,,,,,,,,,,,457,23,103,47,,,,,,,,,,,25,29,,,,,,,,,15,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,41,6,9,97,8,,,,,,,,,,,,,231,25,,,,,652,7,,,206,2,214,45,,,,,,,,,,,,,,,,,64,8,4,14,,,,,,,,,,,73,29,,,,,,,,,,,,,,,,,119,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,37
4192,6262,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,23,,,,,,,54,18,,,,,52,19,1023,22,,,,,,,,,4,952,,,211,40,,,,,,,73,24,,,169,72,,,,,,,,,,,5,3,,,10,43,,,,,,,,,,,135,14,,,,,,,,,,,,,,,542,19,578,20,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,30,,,,,,,,,,,,,,,,,124,30,,,,,,,,,,,2947,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,26,,,,,,,,,,,,,,,,,,,,,,,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,6026,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,34,,,,,,,,,,,,,,,901,30,,,,,46,7,,,3639,30,,,524,22,,,,,,,,,,,335,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,5920,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,67,,,,,,,,,5016,20,2,31,,,,,,,,,27,41,,,332,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,57,,,,,,,,,,,,,,,,,24,75,,,,,,,,,,,137,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,45,,,,,,,,,,,,,,,,,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,5600,36,,,,,,,,,,,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,29,,,,,,,27,28,,,,,,,,,,,,,,,,,2383,47,5,14,1748,5,,,,,,,58,29,,,332,44,,,,,,,,,,,,,,,66,20,,,,,,,,,,,25,30,,,,,,,,,,,,,,,234,38,,,,,,,,,,,,,34,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,48,18,,,,,,,,,,,,,47,49,,,,,65,37,,,,,7,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,22,,,,,,,,,,,12,12,,,,,,,,,,,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,14
2785,5503,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3,,,,,,,,,,,,,12,43,313,58,,,,,,,,,516,133,,,2390,4,,,8,3,,,3,128,,,820,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,16,43,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,10,,,,,,,,,,,,,,,3,1,43,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,25,74
36218,5331,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,42,,,,,,,50,21,,,,,9,50,832,33,,,,,,,,,2826,39,,,,,,,,,,,25,45,,,197,67,,,,,,,,,,,,,,,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,,79,72,919,13,,,,,,,,,,,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,43,,,18,30,,,,,,,,,,,,,60,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,36
30549,5319,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,35,,,,,,,253,71,,,,,,,,,3878,29,,,,,,,,,,,,,,,318,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,54,328,25,,,,,,,,,,,11,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,42,,,9,37,,,,,,,,,,,,,,,,,,,,,,,,,224,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,5163,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,38,,,,,,,,,,,,,14,39,292,59,,,,,,,,,3472,33,,,,,,,,,,,49,32,,,251,58,,,,,,,,,,,,,,,20,39,,,,,,,,,,,,,,,,,,,,,,,3,6,,,180,47,364,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,55,,,12,34,,,,,,,,,,,,,29,68,,,,,31,45,,,,,256,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,50,,,,,,,,,,,,,,,,,39,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,45
18011,5050,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,18,24,,,,,,,38,23,,,,,,,192,89,,,,,,,,,2011,53,7,10,759,18,5,17,,,,,9,83,,,124,80,,,,,,,,,,,,,,,27,31,8,5,,,,,,,,,20,32,,,,,,,,,,,,,,,50,91,886,15,,,,,,,,,,,22,31,,,,,,,,,6,3,,,,,,,,,,,,,,,12,2,,,,,12,7,,,,,,,,,,,,,29,71,6,10,8,39,,,,,,,,,,,,,40,57,,,,,167,24,,,,,423,32,,,,,,,,,,,,,6,5,5,4,12,14,,,,,,,,,,,,,14,66,,,,,7,6,,,,,,,,,,,36,24,,,,,14,20,,,1,2,,,,,58,8,,,,,,,,,,,,,,,,,,,,
2281,4963,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,3066,36,,,1192,15,,,,,,,,,,,366,39,,,,,,,,,,,,,,,42,25,,,,,,,,,,,,,,,,,,,,,,,,,,,229,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,4799,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82,,,,,,,,,,,,,32,24,430,51,,,,,,,,,3196,35,,,36,90,,,,,,,73,25,,,6,345,,,,,,,,,,,,,,,,,,,,,,,,,,,24,31,,,,,,,,,,,,,,,210,42,4,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,164,32,2,18,50,16,,,,,,,,,,,,,166,27,,,,,,,,,,,317,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,36,,,,,,,,,,,27,10,,,,,,,,,,,,,,,,,,,,,7,14,,,,,,,,,,,,,,,,,,,,
1917,4723,44,,,,,,,,,,,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,37,,,,,,,16,33,,,,,87,10,257,69,,,,,,,,,2461,46,2,30,309,31,,,,,36,9,14,61,,,293,54,,,,,,,,,,,,,,,84,16,,,,,,,,,,,,,,,,,,,,,,,,,,,73,77,,,,,,,,,,,,,35,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,6,,,14,31,,,,,,,,,,,,,,,,,,,,,,,,,120,57,,,,,,,,,,,,,,,,,5,24,,,,,,,,,,,,,57,30,,,,,,,,,,,,,,,,,,,,,,,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,54
41114,4658,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,4499,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,45,,,,,,,,,,,,,28,25,359,56,,,,,,,,,2518,45,,,185,43,,,,,,,30,39,,,622,28,,,,,,,,,,,,,,,,,,,,,,,,,,,10,41,,,,,,,,,,,,,,,588,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,,,,,,,,,,,,,64,43,,,,,,,,,,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,46,,,,,,,,,,,,,,,,,,,,,,,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,4333,47,,,,,,,,,,,23,11,,,,,,,4,4,,,,,,,14,15,,,,,,,,,2,8,,,,,20,20,,,,,,,21,29,,,,,,,180,92,,,,,,,,,2265,50,3,21,383,28,,,,,8,14,19,51,,,147,75,,,,,,,,,,,,,,,26,32,,,,,,,,,,,40,24,,,,,,,,,,,,,,,122,57,162,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,54,,,,,,,3,6,,,,,,,,,73,40,,,,,249,16,,,12,12,345,35,,,,,,,,,,,,,,,,,8,21,,,,,,,,,,,,,14,65,,,,,,,,,,,,,,,,,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,32
891,4260,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,,,,,,,,,,,,,,,279,61,,,,,,,,,2706,41,,,501,24,,,,,,,,,,,467,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,4049,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,43,,,,,,,14,37,,,,,,,154,105,,,,,,,,,1946,54,,,242,36,,,,,,,,,,,394,36,,,,,,,,,,,,,,,,,,,,,,,,,,,39,25,,,,,,,,,,,,,,,600,11,,,,,,,,,,,,,303,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,16
2407,4030,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,219,,,,,,,,,3949,27,,,36,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,3961,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,22,,,,,,,,,,,,,28,26,841,32,,,,,,,,,1419,70,,,155,47,,,2,12,,,23,47,,,426,35,,,,,,,,,,,,,,,29,30,,,,,,,,,,,2,50,,,,,,,,,,,3,7,,,92,70,285,30,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,32,,,,,248,17,,,,,33,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,56,,,,,,,,,,,,,,,,,99,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,25
1258,3931,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,36,,,,,,,930,28,,,,,,,,,2966,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,3899,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3880,28,,,11,116,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,3835,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,18,,,,,,,,,,,,,27,29,212,82,,,,,,,,,1599,62,5,15,203,42,,,8,4,,,,,,,295,52,,,,,,,,,,,,,,,45,24,,,,,,,,,,,,,,,,,15,15,,,,,,,,,90,71,81,52,,,,,,,,,,,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,34,,,21,28,,,,,,,,,,,,,322,20,,,,,213,21,,,,,235,41,,,,,,,,,,,,,,,,,9,18,,,,,,,,,,,,,6,86,,,,,,,,,,,103,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,23
1269,3762,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,23,,,,,,,,,2318,48,,,,,,,,,,,295,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,3692,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251,6,,,,,,,,,385,166,,,,,,,,,,,,,,,43,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,3621,57,,,,,,,,,,,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,46,,,,,,,3,52,,,,,,,197,87,,,,,,,,,2612,42,,,203,41,,,,,,,34,36,,,185,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,48,,,,,,,,,,,,,,,,,36,61,,,,,26,48,,,,,137,54,,,,,,,,,,,,,,,,,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3586,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11634,3477,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432,34,,,,,,,,,,,,,,,13,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,89
11733,3418,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,128,,,,,,,1,1,800,102,,,,,,,,,,,,,,,150,74,,,,,,,,,,,,,,,,,,,,,237,3,,,,,29,28,,,,,,,,,,,,,,,1959,4,35,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,61,3,,,,,19,7,,,,,6,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,
28,3319,61,,,,,,,,,,,159,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,50,,,,,,,,,1827,57,,,220,38,,,,,,,,,,,274,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,37,,,,,,,,,,,,,,,,,142,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,3129,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81,,,,,,,,,,,,,25,31,343,57,,,,,,,,,2113,51,,,142,52,,,,,,,53,30,,,252,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,3089,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,,2572,43,,,350,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3077,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,35,260,68,,,,,,,,,2308,49,,,37,87,,,,,,,14,60,,,53,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,64,,,,,,,,,,,,,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,44,,,20,29,,,,,,,,,,,,,,,,,,,18,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,33
55763,3067,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,38,748,35,,,,,,,,,1119,82,,,,,,,,,,,39,34,,,258,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,36,398,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,31,,,,,,,,,,,,,,,,,65,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,2926,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,129,,,,,,,,,812,101,,,,,,,,,,,4,116,,,376,38,,,,,,,,,,,,,,,,,,,,,,,,,,,27,29,,,,,,,,,,,,,,,314,31,,,,,,,,,,,,,55,15,,,,,,,,,,,,,,,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,86,,,4,47,,,,,,,,,,,,,118,31,,,,,,,,,,,921,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,70,,,,,,,,,,,4,14,,,,,,,,,,,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,26
