bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2392,8035,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,42,,,,,,,95,13,,,,,,,870,34,,,,,,,,,4446,23,,,253,39,,,5,12,122,8,27,41,,,720,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,31,,,,,,,,,,,,,,,360,30,267,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,19,,,53,22,,,,,,,,,,,,,,,,,265,25,,,,,88,32,,,,,,,,,,,,,,,,,,,,,,,4,33,,,,,,,22,8,,,,,81,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,41
2398,7518,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,75,,,,,,,,,6318,18,1,47,82,66,,,,,,,21,54,,,359,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,48,,,,,,,,,,,,,,,,,,,,,54,47,,,,,,,,,,,195,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,41,,,,,,,,,,,,,,,,,53,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,7331,31,,,,,,,,,,,171,7,,,10,2,,,,,,,,,,,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,59,,,,,,,,,4210,25,,,885,19,,,,,189,7,25,44,,,151,66,,,,,,,,,,,,,,,14,2,,,115,16,121,3,,,,,,,,,,,,,,,268,8,,,,,,,,,118,60,123,46,,,,,,,,,,,,,9,45,,,,,,,,,,,,,,,45,6,,,,,,,9,7,,,8,3,,,,,,,,,,,,,,,136,31,11,8,43,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,,,23,3,115,5,,,,,,,,,,,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,39
1111,6956,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,15,,,,,,,,,,,,,,,889,32,,,,,76,7,,,3550,32,,,880,20,,,,,,,,,,,450,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,6725,33,,,,,,,,,,,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,49,,,,,,,33,24,,,,,21,29,285,73,,,,,,,,,2638,41,5,26,1848,9,,,,,,,44,33,,,366,38,,,,,,,,,,,,,,,,,,,112,17,,,,,,,,,,,32,29,,,,,,,,,,,,,,,202,41,,,,,,,,,,,,,,,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,129,8,,,,,,,,,,,,,,,,,98,36,,,,,74,35,,,,,20,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,20,,,,,,,,,,,41,9,,,,,,,,,,,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,2,456,14
39856,6587,34,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9,,,,,,,,,,,,,,,24,20,,,,,,,50,17,,,,,10,49,688,41,,,,,,,,,2272,49,,,,,,,,,,,,,,,686,23,,,,,,,,,,,,,,,,,,,116,14,,,,,,,,,,,161,13,,,,,,,,,,,,,,,765,13,,,,,,,,,,,,,,,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,36,,,,,,,,,,,,,,,,,334,20,,,,,,,,,,,1003,14,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,24
2921,6491,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54,,,,,,,,,,,,,,,621,43,,,,,,,,,4071,26,,,,,,,,,,,,,,,250,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,13,,,,,,,,,,,,,54,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,23,,,,,,,,,,,,,,,,,,,,,,,,,,,154,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,6190,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,29,,,,,,,1083,27,,,,,,,,,5060,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,5738,37,,,,,,,,,,,38,13,,,,,,,,,,,,,4,4,,,,,,,30,3,,,,,,,,,17,28,,,,,,,35,23,,,,,,,216,88,,,,,,,,,2314,48,9,10,791,23,19,13,,,,,7,108,,,160,62,,,,,,,,,,,,,,,,,,,32,30,59,5,,,,,,,,,18,36,,,,,21,15,,,,,,,,,60,91,763,15,,,,,,,,,,,,,24,29,,,,,,,4,4,,,,,,,,,,,,,,,15,3,,,,,31,7,,,,,,,,,,,,,49,59,4,16,4,50,,,,,,,,,,,,,,,,,90,37,,,,,189,22,,,,,501,27,,,,,,,,,,,,,6,9,9,3,12,20,,,,,,,,,,,,,25,48,,,,,23,4,,,,,,,,,,,78,18,,,,,8,33,,,12,2,,,,,61,8,,,,,,,,,,,,,,,,,,,,,,
4192,5289,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19,,,,,,,47,19,,,,,39,23,1233,23,,,,,,,,,8,979,,,264,38,,,,,,,46,32,,,219,51,,,,,,,,,,,,,6,5,,,,,17,40,,,,,,,,,,,75,24,,,,,,,,,,,,,,,479,23,436,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,28,,,,,,,,,,,,,,,,,,,,,116,33,,,,,,,,,,,2025,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,24,,,,,,,,,,,,,,,,,,,,,,,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,5286,39,,,,,,,,,,,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,37,,,,,,,20,30,,,,,95,10,329,66,,,,,,,,,2887,38,3,36,320,31,,,5,11,65,10,26,43,,,298,42,,,,,,,,,,,,,,,,,,,88,19,,,,,,,,,,,,,,,,,,,,,,,,,,,86,74,,,,,,,,,,,,,,,11,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,7,,,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,55,,,,,,,,,,,,,,,,,12,19,,,,,,,,,,,,,53,30,,,,,,,,,,,,,,,,,,,,,,,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50
3955,5240,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21,,,,,,,8,46,,,,,,,1242,22,,,,,,,,,1665,59,,,303,32,,,,,,,,,,,407,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,22,,,,,,,,,,,,,,,859,9,,,,,,,,,,,,,,,123,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,89,,,,,,,,,,,114,58,,,,,,,,,,,,,,,,,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,17
30549,5126,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,,,,,12,40,401,54,,,,,,,,,3741,31,,,,,,,,,,,,,,,136,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,55,279,28,,,,,,,,,,,,,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,46,,,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,5049,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,2,,,,,,,,,,,,,13,35,255,76,,,,,,,,,634,124,7,13,2170,6,,,10,4,,,9,91,,,575,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,21,31,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,9,,,,,,,,,,,,,,,,,,,11,1,60,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,32,67
483,4960,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,36,,,,,,,,,,,,,18,33,210,89,,,,,,,,,3311,33,,,52,86,,,,,,,30,37,,,287,44,,,,,,,,,,,,,,,,,,,15,41,,,,,,,,,,,,,,,,,,,,,,,2,5,,,191,43,422,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,57,,,7,40,,,,,,,,,,,,,,,,,14,97,,,,,55,39,,,,,170,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,55,,,,,,,,,,,,,,,,,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,54
2281,4831,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,,,,,,,,,,,,,,,,,,,,,,,,,3004,36,,,1207,17,,,,,,,,,,,207,55,,,,,,,,,,,,,,,,,,,34,29,,,,,,,,,,,,,,,,,,,,,,,,,,,314,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,4829,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,25,,,,,,,,,,,,,,,383,57,,,,,,,,,1986,51,,,298,34,,,,,,,25,45,,,352,40,,,,,,,,,,,,,,,,,,,62,23,,,,,,,,,,,,,,,,,,,,,,,,,,,220,39,208,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,32,,,,,,,,,,,,,,,,,,,,,,,,,,,282,14,,,,,727,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,42,,,,,,,,,,,,,,,,,53,24,,,,,51,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,4786,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,76,,,,,,,40,21,,,,,3,92,937,31,,,,,,,,,2486,42,,,43,90,,,,,,,25,46,,,116,74,,,,,,,,,,,,,,,,,,,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,,85,76,711,16,,,,,,,,,,,,,9,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,51,,,24,31,,,,,,,,,,,,,,,,,56,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,32
2407,4705,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,299,,,,,,,,,4644,21,,,29,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,4464,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,50,,,,,,,,,,,,,51,17,879,33,,,,,,,,,1293,70,,,249,40,,,4,14,,,49,30,,,757,20,,,,,,,,,,,,,,,,,,,36,28,,,,,,,,,,,6,49,,,,,,,,,,,3,4,,,165,51,158,36,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,28,,,,,250,17,,,,,132,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,53,,,,,,,,,,,,,,,,,121,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,33
41114,4242,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,4232,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,115,,,,,,,5,1,915,94,,,,,,,,,,,,,,,205,56,,,,,,,,,,,,,,,,,,,,,,,,,360,3,,,,,12,41,,,,,,,,,,,,,,,2389,4,55,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,77,3,,,,,49,7,,,,,6,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,4196,51,,,,,,,,,,,41,12,,,,,,,17,4,,,,,,,10,20,,,,,,,,,5,5,,,,,32,14,,,,,,,13,36,,,,,,,224,85,,,,,,,,,1827,53,12,7,600,26,,,,,11,18,8,95,,,117,73,,,,,,,,,,,,,,,,,,,26,34,,,,,,,,,,,35,26,,,,,,,,,,,,,,,285,35,198,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,54,,,,,,,,,4,4,,,,,,,,,,,83,38,,,,,97,29,,,9,11,292,34,,,,,,,,,,,,,,,5,5,10,22,,,,,,,,,,,,,30,43,,,,,,,,,,,,,,,,,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,30
1887,4186,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,72,,,,,,,,,3272,34,,,95,61,,,,,,,,,,,124,70,,,,,,,,,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,29,,,,,56,37,,,,,46,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,3945,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,56,,,,,,,,,,,,,34,24,329,67,,,,,,,,,2345,45,,,30,105,,,,,,,72,29,,,3,387,,,,,,,,,,,,,,,,,,,15,42,,,,,,,,,,,26,32,,,,,,,,,,,,,,,301,34,83,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,168,26,4,15,87,11,,,,,,,,,,,,,,,,,129,32,,,,,,,,,,,236,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,35,,,,,,,,,,,19,12,,,,,,,,,,,,,,,,,,,,,11,17,,,,,,,,,,,,,,,,,,,,,,
11634,3924,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3818,29,,,,,,,,,,,,,,,27,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,49
34848,3788,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,64,379,58,,,,,,,,,2891,37,,,243,41,,,,,,,15,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,69,71,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,47
1293,3574,56,,,,,,,,,,,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,73,,,,,,,6,49,,,,,,,183,99,,,,,,,,,2685,40,,,118,55,,,,,,,24,47,,,161,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,33,,,,,,,,,,,,,,,,,,,,,45,52,,,,,32,48,,,,,80,70,,,,,,,,,,,,,,,,,,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,3565,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3097,8,,,,,,,,,402,171,,,,,,,,,,,,,,,40,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,3431,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157,24,,,,,,,,,1709,57,,,,,,,,,,,311,6,,,34,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29146,3351,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,42,,,,,,,,,739,112,,,,,,,,,,,,,,,109,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,42,,,,,,,,,,,,,,,,,30,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3271,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,32,231,81,,,,,,,,,2454,43,,,32,103,,,,,,,16,63,,,60,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,66,,,,,,,,,,,,,,,11,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,39,,,38,28,,,,,,,,,,,,,,,,,,,,,,,12,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,28
4112,3184,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,61,,,,,,,,,,,,,44,20,153,109,,,,,,,,,1339,69,6,17,200,46,,,5,13,40,13,,,,,214,54,,,,,,,,,,,,,,,,,,,28,32,,,,,,,,,,,,,,,,,14,16,,,,,,,,,96,71,86,52,,,,,,,,,,,,,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,50,,,20,33,,,,,,,,,,,,,,,,,340,18,,,,,152,28,,,,,164,51,,,,,,,,,,,,,,,,,15,16,,,,,,,,,,,,,18,59,,,,,,,,,,,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,31
26952,2816,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,56,5,28,,,36,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,12,,,,,,,,,,,315,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,87
4001,2800,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,152,,,,,,,,,627,127,,,,,,,,,,,2,152,,,244,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,25,,,,,,,,,,,,,,,260,36,,,,,,,,,,,,,,,33,21,,,,,,,,,,,,,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,65,,,2,56,,,,,,,,,,,,,,,,,157,30,,,,,,,,,,,993,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,85,,,,,,,,,,,4,18,,,,,,,,,,,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,22
